rung,learner,threshold,dnb,se,q_maxt,q_emp,q_lo,q_hi,n_family,n_draws,sim_lo,sim_hi,pt_lo,pt_hi,construction,sim_harmful,pt_harmful
B_intake,logit,0.05,0.0,4.934483959104813e-05,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.00017636886761320805,0.00017636886761320805,0.0,0.00020355118234713498,basic,False,False
B_intake,logit,0.075,0.0,7.046786330889415e-05,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0002518670109764968,0.0002518670109764968,0.0,0.0002145615791732025,basic,False,False
B_intake,logit,0.1,0.0,0.00010487195449612567,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.00037483449155281147,0.00037483449155281147,-1.5893450309059642e-05,0.0003576026319552025,basic,False,False
B_intake,logit,0.125,-7.152052639114448e-05,0.00020159491483301458,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.000797171894101628,0.0006439136232633978,-0.000523376994911862,0.00026564766945231106,basic,False,False
B_intake,logit,0.15,-7.152052639114448e-05,0.0005347556424259937,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.002054370543081333,0.001768288437516755,-0.0014010660765522841,0.00028608210556411106,basic,False,False
B_intake,logit,0.175,0.0012938713410749,0.0006615097476836077,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.000902539191771908,0.0038262116190919074,0.0008560790280144972,0.0029463747762273973,basic,False,False
B_intake,logit,0.2,0.0016270919753968,0.0005532258838131551,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.00026085339653539384,0.003693838663306394,0.0011260012873691573,0.0034329852667711025,basic,False,False
B_intake,logit,0.225,0.0019518182363499,0.0005577100778768404,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.00012109627045320953,0.004107843241638291,0.0013072106533283802,0.0036200345144216926,basic,False,False
B_intake,logit,0.25,0.0023363371954416,0.0007886907317876035,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-5.8063709105545674e-06,0.005632087780341155,0.0015960997472938146,0.004604729890811718,basic,False,False
B_intake,logit,0.275,0.0027473747034363,0.0009759001532992468,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-3.6591091454382576e-05,0.0069395550007164825,0.002091358840676795,0.0057167096611896,basic,False,False
B_intake,logit,0.3,0.0031877720334306,0.001003758514144762,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0003102239829296787,0.0074855133936969215,0.0021949138688515226,0.006141314342930492,basic,False,False
B_intake,logit,0.325,0.0038144280741905,0.0010635367338417796,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0006912439459532838,0.008293853295472916,0.0026035458287638367,0.006679421160539545,basic,False,False
B_intake,logit,0.35,0.0047313578997171,0.001101398631709383,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0015539447093033676,0.009427206881202731,0.0036438332801512164,0.0076982218896821195,basic,False,False
B_intake,logit,0.375,0.0057216421112858,0.001138560355242204,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0026248663438620395,0.01076377619654656,0.0045630095837503,0.00882777857245013,basic,False,False
B_intake,logit,0.4,0.0068421303580793,0.0012032214423819301,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0036143709597854243,0.012215505548105375,0.005650121584894698,0.010086182234301074,basic,False,False
B_intake,logit,0.425,0.0079418880175131,0.001264800512875338,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.00438208685740555,0.013423414625867748,0.0065763901413618,0.011457121889634282,basic,False,False
B_intake,logit,0.45,0.0091481255120219,0.0013315271282800397,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.005292726005104729,0.014811043776822474,0.007638879858519451,0.012657832798012846,basic,False,False
B_intake,logit,0.475,0.0104692427679123,0.0013962221805304223,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.00638137104403232,0.01636215634832858,0.008782124636436918,0.013863317462587631,basic,False,False
B_intake,logit,0.5,0.0120154484337003,0.0015582061164031082,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.007375857861994833,0.018514572691573365,0.010007509655270766,0.015816764411385856,basic,False,False
B_intake,logit,0.525,0.0139540311227217,0.001668062433185738,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.009324564387765355,0.021248578525303343,0.011918801617116701,0.017968779408111313,basic,False,False
B_intake,logit,0.55,0.0153451262734627,0.0022605058253149144,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.007976833427163196,0.024135882922429103,0.012427883469222342,0.01910293393092714,basic,False,False
B_intake,logit,0.575,0.0172616893989751,0.008984200551784399,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.013438260261546965,0.05078459630705077,0.014541595496731004,0.04104289548747541,basic,False,False
B_intake,logit,0.6,0.0018237734229723,0.008208589653197658,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.027086334710834607,0.031592127873472105,-0.01827975253897872,0.010979294807609587,basic,False,False
B_intake,logit,0.625,0.0021217756162685,0.004605076873290277,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.013539094843072266,0.019379937831676665,-0.005604229247127179,0.00948540981261613,basic,False,False
B_intake,logit,0.65,0.0071418354210515,0.004168791067523976,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.006848970990719962,0.02295130664676756,0.0001946380039641281,0.016390972066125668,basic,False,False
B_intake,logit,0.675,0.0132643068560676,0.004354674944216625,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0009743396285740846,0.030154714396131987,0.0068874266914602834,0.023046389313732818,basic,False,False
B_intake,logit,0.7,0.0203595098459925,0.005048445170158995,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.004949641061241104,0.041038057408219794,0.014168812282458504,0.03281361750822488,basic,False,False
