rep,psi,is_affine,m_changed,R,R_psi,R_shift
152,logit-shift,False,0.01575407046097299,-1.942771573365675,-1.932132944907757,0.010638628457917854
152,logit-scale,False,0.053137121722007075,-1.942771573365675,-1.8121050175662448,0.1306665557994302
152,beta-cdf,False,0.09926732043311465,-1.942771573365675,-1.6857150518879922,0.25705652147768276
152,affine,True,0.0565620853553902,-1.942771573365675,-1.9427715733656812,6.217248937900877e-15
153,square,False,0.0047002858506764444,-0.8428552465699817,-0.8227142385683379,0.020141008001643756
153,sqrt,False,0.03413910331810399,-0.8428552465699817,-0.8629294385751904,0.02007419200520877
153,logit-shift,False,0.022103614633045887,-0.8428552465699817,-0.8742098925979402,0.031354646027958566
153,logit-scale,False,0.048824812364190895,-0.8428552465699817,-0.806571026112969,0.03628422045701263
153,beta-cdf,False,0.0884054349633015,-0.8428552465699817,-0.7401906868647896,0.10266455970519206
153,affine,True,0.05228232492154816,-0.8428552465699817,-0.8428552465699812,4.440892098500626e-16
154,square,False,0.00893796679277406,-0.5730611509247154,-0.44591170935637314,0.1271494415683423
154,sqrt,False,0.029988693263421462,-0.5730611509247154,-0.6968585849246589,0.12379743399994347
154,logit-shift,False,0.02098269786732998,-0.5730611509247154,-0.7522625141418622,0.17920136321714675
154,logit-scale,False,0.03425389918046051,-0.5730611509247154,-0.48896450672534897,0.08409664419936647
154,beta-cdf,False,0.05451653663525563,-0.5730611509247154,-0.41412188455644583,0.1589392663682696
154,affine,True,0.04490281541348612,-0.5730611509247154,-0.573061150924715,4.440892098500626e-16
155,square,False,0.011615127554083476,-1.055909138514659,-1.2033244732810089,0.14741533476634983
155,sqrt,False,0.031463798508052976,-1.055909138514659,-1.023638081343583,0.032271057171076034
155,logit-shift,False,0.025438190271815986,-1.055909138514659,-0.9838561733463687,0.0720529651682904
155,logit-scale,False,0.042112308452584846,-1.055909138514659,-0.9570615509254776,0.09884758758918144
155,beta-cdf,False,0.07882265697909219,-1.055909138514659,-0.8700493045209095,0.1858598339937496
155,affine,True,0.040466754514963954,-1.055909138514659,-1.05590913851466,8.881784197001252e-16
156,square,False,0.001139633841503146,-1.1231229343369118,-1.1225458585810304,0.0005770757558813955
156,sqrt,False,0.03470528130964007,-1.1231229343369118,-1.1294332519847714,0.006310317647859609
156,logit-shift,False,0.019408442239916723,-1.1231229343369118,-1.115134134104005,0.007988800232906712
156,logit-scale,False,0.05392361763251308,-1.1231229343369118,-1.172557198769455,0.049434264432543173
156,beta-cdf,False,0.09769864948460144,-1.1231229343369118,-1.2172606568589135,0.0941377225220017
156,affine,True,0.05650085749660777,-1.1231229343369118,-1.123122934336911,8.881784197001252e-16
157,square,False,0.0016682346639863566,-0.8700484851289154,-0.7900359270402937,0.08001255808862173
157,sqrt,False,0.03535136396903393,-0.8700484851289154,-0.9736752309906578,0.10362674586174236
157,logit-shift,False,0.01817058811413419,-0.8700484851289154,-1.0050663315155797,0.13501784638666425
157,logit-scale,False,0.049717912469051495,-0.8700484851289154,-0.7804625093505713,0.08958597577834415
157,beta-cdf,False,0.08778833959822935,-0.8700484851289154,-0.6871981734619135,0.18285031166700194
157,affine,True,0.060965203119237144,-0.8700484851289154,-0.8700484851289181,2.6645352591003757e-15
158,square,False,0.002605451581283502,-1.977561186936983,-1.8985035419170369,0.07905764501994605
158,sqrt,False,0.034397166541409896,-1.977561186936983,-2.082913276957696,0.105352090020713
158,logit-shift,False,0.017009657283841406,-1.977561186936983,-2.1239135371814806,0.14635235024449766
158,logit-scale,False,0.05017611047541093,-1.977561186936983,-1.8739904364048487,0.10357075053213416
