term,order,share,variance,log,target,metric,total_variance
family x encoding,2,0.02132171917212792,4.377508088786699e-06,UCI498,handover,ap,0.00020530746387979098
family x quality_level,2,0.001650023953826114,3.387622333009448e-07,UCI498,handover,ap,0.00020530746387979098
family x rung,2,0.03464293961261498,7.112454073206729e-06,UCI498,handover,ap,0.00020530746387979098
family x split,2,0.024150144540888138,4.9582049280201224e-06,UCI498,handover,ap,0.00020530746387979098
encoding x quality_level,2,0.0005646837886377959,1.159337965392578e-07,UCI498,handover,ap,0.00020530746387979098
encoding x rung,2,0.039101772204752826,8.027885684563106e-06,UCI498,handover,ap,0.00020530746387979098
encoding x split,2,0.026453416630959774,5.431083879457836e-06,UCI498,handover,ap,0.00020530746387979098
quality_level x rung,2,0.00623538446464545,1.2801709707518055e-06,UCI498,handover,ap,0.00020530746387979098
quality_level x split,2,0.018560084189440603,3.810523814329456e-06,UCI498,handover,ap,0.00020530746387979098
rung x split,2,0.014769420466491332,3.0322722589496147e-06,UCI498,handover,ap,0.00020530746387979098
family x encoding x quality_level,3,0.0007399691349682853,1.519211864496614e-07,UCI498,handover,ap,0.00020530746387979098
family x encoding x rung,3,0.01621601316258236,3.3292685366510925e-06,UCI498,handover,ap,0.00020530746387979098
family x encoding x split,3,0.010780886903188017,2.2133965484683855e-06,UCI498,handover,ap,0.00020530746387979098
family x quality_level x rung,3,0.016401683115044304,3.367387963709736e-06,UCI498,handover,ap,0.00020530746387979098
family x quality_level x split,3,0.014634231441811104,3.0045169431481346e-06,UCI498,handover,ap,0.00020530746387979098
family x rung x split,3,0.009521795809925212,1.9548957493169655e-06,UCI498,handover,ap,0.00020530746387979098
encoding x quality_level x rung,3,0.017895963470338033,3.6741748737804847e-06,UCI498,handover,ap,0.00020530746387979098
encoding x quality_level x split,3,0.008721468794104228,1.790582639424278e-06,UCI498,handover,ap,0.00020530746387979098
encoding x rung x split,3,0.014834735447952286,3.0456819121467188e-06,UCI498,handover,ap,0.00020530746387979098
quality_level x rung x split,3,0.033691949816964606,6.917208770086191e-06,UCI498,handover,ap,0.00020530746387979098
family x encoding x quality_level x rung,4,0.015284015668508684,3.137922494800506e-06,UCI498,handover,ap,0.00020530746387979098
family x encoding x quality_level x split,4,0.005843542982662236,1.1997229898429329e-06,UCI498,handover,ap,0.00020530746387979098
family x encoding x rung x split,4,0.008938410764893255,1.8351224452560568e-06,UCI498,handover,ap,0.00020530746387979098
family x quality_level x rung x split,4,0.006474560017469736,1.3292754969242065e-06,UCI498,handover,ap,0.00020530746387979098
encoding x quality_level x rung x split,4,0.027888773704880996,5.7257734000665196e-06,UCI498,handover,ap,0.00020530746387979098
family x encoding x quality_level x rung x split,5,0.0071072702854073876,1.459175637405189e-06,UCI498,handover,ap,0.00020530746387979098
family,1,0.0020380521157162086,7.500495951364189e-07,UCI498,handover,auc,0.0003680227749587443
encoding,1,0.009768046582918003,3.5948636093717633e-06,UCI498,handover,auc,0.0003680227749587443
quality_level,1,0.0023017309838936494,8.470894239010615e-07,UCI498,handover,auc,0.0003680227749587443
rung,1,0.7081509045010511,0.00026061566096402154,UCI498,handover,auc,0.0003680227749587443
split,1,0.0019437922041884094,7.153598009285925e-07,UCI498,handover,auc,0.0003680227749587443
family x encoding,2,0.006956844351144339,2.5602771630642044e-06,UCI498,handover,auc,0.0003680227749587443
family x quality_level,2,0.0002920441046419897,1.0747888180068694e-07,UCI498,handover,auc,0.0003680227749587443
family x rung,2,0.00336650782219036,1.2389515506428151e-06,UCI498,handover,auc,0.0003680227749587443
family x split,2,0.01763838453203709,6.491327221269682e-06,UCI498,handover,auc,0.0003680227749587443
encoding x quality_level,2,0.006841141562391382,2.5176959016768758e-06,UCI498,handover,auc,0.0003680227749587443
encoding x rung,2,0.0240845860298729,8.86367618444643e-06,UCI498,handover,auc,0.0003680227749587443
encoding x split,2,0.009814858943039741,3.6120916240461334e-06,UCI498,handover,auc,0.0003680227749587443
quality_level x rung,2,0.005736521006620509,2.111170379465609e-06,UCI498,handover,auc,0.0003680227749587443
quality_level x split,2,0.010659506317522967,3.922941094665068e-06,UCI498,handover,auc,0.0003680227749587443
rung x split,2,0.01255521976153278,4.620606816856158e-06,UCI498,handover,auc,0.0003680227749587443
family x encoding x quality_level,3,0.007960950680184244,2.9298111606311083e-06,UCI498,handover,auc,0.0003680227749587443
family x encoding x rung,3,0.004831511221790058,1.77810616708749e-06,UCI498,handover,auc,0.0003680227749587443
family x encoding x split,3,0.0030125377597123265,1.1086825059973292e-06,UCI498,handover,auc,0.0003680227749587443
family x quality_level x rung,3,0.010439951955065817,3.84214008893929e-06,UCI498,handover,auc,0.0003680227749587443
family x quality_level x split,3,0.010034276959459886,3.692842451325019e-06,UCI498,handover,auc,0.0003680227749587443
family x rung x split,3,0.01361168449908462,5.009409901216047e-06,UCI498,handover,auc,0.0003680227749587443
encoding x quality_level x rung,3,0.019523742944994423,7.185182056198054e-06,UCI498,handover,auc,0.0003680227749587443
encoding x quality_level x split,3,0.0057161891492568595,2.1036877928985733e-06,UCI498,handover,auc,0.0003680227749587443
encoding x rung x split,3,0.005124852412852325,1.8860624062319289e-06,UCI498,handover,auc,0.0003680227749587443
quality_level x rung x split,3,0.021772488298751367,8.012771561463268e-06,UCI498,handover,auc,0.0003680227749587443
family x encoding x quality_level x rung,4,0.032674627380268044,1.2025007039229211e-05,UCI498,handover,auc,0.0003680227749587443
family x encoding x quality_level x split,4,0.0055882723166521585,2.056611485199458e-06,UCI498,handover,auc,0.0003680227749587443
family x encoding x rung x split,4,0.005082549681713151,1.8704940377297561e-06,UCI498,handover,auc,0.0003680227749587443
family x quality_level x rung x split,4,0.0066249737141486,2.4381412103097064e-06,UCI498,handover,auc,0.0003680227749587443
encoding x quality_level x rung x split,4,0.017655659835390233,6.49768492634796e-06,UCI498,handover,auc,0.0003680227749587443
family x encoding x quality_level x rung x split,5,0.008197590371914403,3.016899956647023e-06,UCI498,handover,auc,0.0003680227749587443
family,1,0.0011429087998119398,3.172481300627184e-07,UCI498,handover,brier_skill,0.0002775795672541152
encoding,1,0.07814867273425914,2.169247475905912e-05,UCI498,handover,brier_skill,0.0002775795672541152
quality_level,1,0.009583916940220902,2.6602995168659016e-06,UCI498,handover,brier_skill,0.0002775795672541152
rung,1,0.022590443491388997,6.2706455284183e-06,UCI498,handover,brier_skill,0.0002775795672541152
split,1,0.04953533812443453,1.3749997720366811e-05,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding,2,0.0021459516181529846,5.956723215151736e-07,UCI498,handover,brier_skill,0.0002775795672541152
family x quality_level,2,0.00025758171722027476,7.149942159857574e-08,UCI498,handover,brier_skill,0.0002775795672541152
family x rung,2,0.005726361232722499,1.589520872919853e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x split,2,0.0906972705651433,2.5175709114601875e-05,UCI498,handover,brier_skill,0.0002775795672541152
encoding x quality_level,2,0.03700686817743309,1.0272350454121963e-05,UCI498,handover,brier_skill,0.0002775795672541152
encoding x rung,2,0.04362740719111293,1.21100768085282e-05,UCI498,handover,brier_skill,0.0002775795672541152
encoding x split,2,0.04832158981140898,1.3413085988881765e-05,UCI498,handover,brier_skill,0.0002775795672541152
quality_level x rung,2,0.005040359106751742,1.399100699657487e-06,UCI498,handover,brier_skill,0.0002775795672541152
quality_level x split,2,0.0005549883329891638,1.5405342130221485e-07,UCI498,handover,brier_skill,0.0002775795672541152
rung x split,2,0.10913281460723223,3.02930394518991e-05,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x quality_level,3,0.009000855498970617,2.4984535743210867e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x rung,3,0.02681067778975731,7.442096338670351e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x split,3,0.026845202211478222,7.45167961271134e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x quality_level x rung,3,0.0031637189815162713,8.781837458029166e-07,UCI498,handover,brier_skill,0.0002775795672541152
family x quality_level x split,3,0.01745703014591305,4.845714873444587e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x rung x split,3,0.09577647147341195,2.6585591504715797e-05,UCI498,handover,brier_skill,0.0002775795672541152
encoding x quality_level x rung,3,0.023431490520145305,6.504102998700836e-06,UCI498,handover,brier_skill,0.0002775795672541152
encoding x quality_level x split,3,0.015914972693492856,4.417671233120807e-06,UCI498,handover,brier_skill,0.0002775795672541152
encoding x rung x split,3,0.08159230541304874,2.2648356827819666e-05,UCI498,handover,brier_skill,0.0002775795672541152
quality_level x rung x split,3,0.004941169630925304,1.371567727881422e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x quality_level x rung,4,0.017467026683837966,4.848489708115825e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x quality_level x split,4,0.01854551977546767,5.147857353776951e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x rung x split,4,0.08424979798522815,2.3386022465986255e-05,UCI498,handover,brier_skill,0.0002775795672541152
family x quality_level x rung x split,4,0.004342439624585993,1.2053725118197024e-06,UCI498,handover,brier_skill,0.0002775795672541152
encoding x quality_level x rung x split,4,0.03249830158850607,9.020864491431238e-06,UCI498,handover,brier_skill,0.0002775795672541152
family x encoding x quality_level x rung x split,5,0.03445054753343177,9.562768075997316e-06,UCI498,handover,brier_skill,0.0002775795672541152
family,1,0.004347519411995314,1.4988431409701993e-06,UCI498,handover,logloss_skill,0.00034475824002871985
encoding,1,0.06416262891521803,2.2120595020426416e-05,UCI498,handover,logloss_skill,0.00034475824002871985
quality_level,1,0.005037984639780648,1.7368867177025004e-06,UCI498,handover,logloss_skill,0.00034475824002871985
rung,1,0.0011763793282891408,4.0556646682713185e-07,UCI498,handover,logloss_skill,0.00034475824002871985
split,1,0.03331322232630459,1.1485007898902228e-05,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding,2,0.0003522720095571059,1.214486780262882e-07,UCI498,handover,logloss_skill,0.00034475824002871985
family x quality_level,2,0.0008605130276471757,2.9666895693342543e-07,UCI498,handover,logloss_skill,0.00034475824002871985
family x rung,2,0.015616811378114683,5.384024405579305e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family x split,2,0.0715140506613713,2.465505824333908e-05,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x quality_level,2,0.018010729746257483,6.209347488952641e-06,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x rung,2,0.061424764239227055,2.117669361329497e-05,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x split,2,0.03114979443292198,1.0739148305950598e-05,UCI498,handover,logloss_skill,0.00034475824002871985
quality_level x rung,2,0.004209844649394865,1.4513786321196967e-06,UCI498,handover,logloss_skill,0.00034475824002871985
quality_level x split,2,0.0004499146851414271,1.5511179501243404e-07,UCI498,handover,logloss_skill,0.00034475824002871985
rung x split,2,0.13162376462993255,4.5378377439770016e-05,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x quality_level,3,0.00854332363859073,2.945381221636299e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x rung,3,0.05102027508910355,1.7589660245500478e-05,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x split,3,0.032342505129583074,1.1150345146594905e-05,UCI498,handover,logloss_skill,0.00034475824002871985
family x quality_level x rung,3,0.0014946666443330153,5.152986417298829e-07,UCI498,handover,logloss_skill,0.00034475824002871985
family x quality_level x split,3,0.006530305776012847,2.2513767261875727e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family x rung x split,3,0.11902343602973031,4.1034310327780746e-05,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x quality_level x rung,3,0.012759917643621648,4.39908674972641e-06,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x quality_level x split,3,0.006525780412384743,2.2498165697876575e-06,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x rung x split,3,0.1348008442367181,4.6473701813436535e-05,UCI498,handover,logloss_skill,0.00034475824002871985
quality_level x rung x split,3,0.0018835931897932818,6.493842730432143e-07,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x quality_level x rung,4,0.011448003859578545,3.9467936624702915e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x quality_level x split,4,0.008271498791130531,2.851667365629846e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x rung x split,4,0.12210993167657926,4.2098405134844694e-05,UCI498,handover,logloss_skill,0.00034475824002871985
family x quality_level x rung x split,4,0.0013354517166535682,4.6040798347681684e-07,UCI498,handover,logloss_skill,0.00034475824002871985
encoding x quality_level x rung x split,4,0.020127517723861194,6.939127586625251e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family x encoding x quality_level x rung x split,5,0.01853275436117227,6.389319776442335e-06,UCI498,handover,logloss_skill,0.00034475824002871985
family,1,0.005248326346488152,6.594774002828346e-06,UCI498,handover,nagelkerke,0.0012565480054877213
encoding,1,0.05606221613674336,7.044486586984641e-05,UCI498,handover,nagelkerke,0.0012565480054877213
quality_level,1,0.003963552642332382,4.980394167368342e-06,UCI498,handover,nagelkerke,0.0012565480054877213
rung,1,0.001002334775419781,1.2594817628847089e-06,UCI498,handover,nagelkerke,0.0012565480054877213
split,1,0.04368271597335086,5.488942963060065e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding,2,0.0028592592264213568,3.592796478132121e-06,UCI498,handover,nagelkerke,0.0012565480054877213
family x quality_level,2,0.0002081654964907382,2.615699394267983e-07,UCI498,handover,nagelkerke,0.0012565480054877213
family x rung,2,0.016338150097363537,2.052966991820117e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x split,2,0.07315367575870375,9.192110536869468e-05,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x quality_level,2,0.014327390774024288,1.8003054300943398e-05,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x rung,2,0.07032726387285058,8.836958315083908e-05,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x split,2,0.04256775747983303,5.348843075936923e-05,UCI498,handover,nagelkerke,0.0012565480054877213
quality_level x rung,2,0.004562322956005505,5.7327778107595626e-06,UCI498,handover,nagelkerke,0.0012565480054877213
quality_level x split,2,0.00037222222168379856,4.6771509025498554e-07,UCI498,handover,nagelkerke,0.0012565480054877213
rung x split,2,0.12168771843928759,0.00015290645989723823,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x quality_level,3,0.00627478678883287,7.884570824368646e-06,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x rung,3,0.04379739299533101,5.503352681384508e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x split,3,0.04261924538583615,5.355312778496418e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x quality_level x rung,3,0.0010194369574743675,1.2809714756348875e-06,UCI498,handover,nagelkerke,0.0012565480054877213
family x quality_level x split,3,0.003941819843721838,4.953085862620597e-06,UCI498,handover,nagelkerke,0.0012565480054877213
family x rung x split,3,0.1188002517515608,0.0001492782193898629,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x quality_level x rung,3,0.015085707677672975,1.8955915893750782e-05,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x quality_level x split,3,0.006761855414223704,8.496595934139145e-06,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x rung x split,3,0.12561616015858856,0.0001578427355043006,UCI498,handover,nagelkerke,0.0012565480054877213
quality_level x rung x split,3,0.0011538456917510147,1.4498625026103376e-06,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x quality_level x rung,4,0.010220350911633818,1.284236155339809e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x quality_level x split,4,0.008306608792050812,1.0437652710018218e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x rung x split,4,0.11980256242872331,0.00015053767087213048,UCI498,handover,nagelkerke,0.0012565480054877213
family x quality_level x rung x split,4,0.001696396722261771,2.131603917873936e-06,UCI498,handover,nagelkerke,0.0012565480054877213
encoding x quality_level x rung x split,4,0.019416014271653247,2.439715400756702e-05,UCI498,handover,nagelkerke,0.0012565480054877213
family x encoding x quality_level x rung x split,5,0.019124492011685004,2.403084229324865e-05,UCI498,handover,nagelkerke,0.0012565480054877213
